LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
DM2022/02032,London Borough of Sutton,05/01/2023,Approved,All Other,Application to vary condition 1 (Approved Drawings) of planning permission Ref: DM2020/01902 "Demolition of existing single storey building and erection of an end of terraced two storey house with a detached cycle store to the front of the property and new front boundary treatment". to allow a rear dormer and roof lights to the front slope and external doors to rear elevation.,,204,London Road,,SM6 7EA,,,,,1,0,1,,,Approved,23/03/2023,,,
0755/22,Redbridge,03/03/2022,Approved,All Other,"Demolish existing bungalow. Erection of 2x two bedroom single dwelling houses with associated amenity space, car parking, refuse and cycle storage. (summary)",Development At 32,,St Andrew's Road,Cranbrook,,,,,,2,1,1,,,Approved,03/05/2022,,,
HGY/2022/2350,Haringey,16/08/2022,Approved,All Other,Certificate of lawfulness: existing use of site as single family dwelling house,"62, Avenue Road, London, N6 5DR",62,Avenue Road,,N6 5DR,,,,,1,0,1,,,Approved,11/10/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GJOUAA4
220626FUL,Ealing,16/02/2022,Approved,All Other,Conversion of two self-contained units to single family dwellinghouse; facilitated by single storey side/rear infill extension; first floor rear extension; and single storey front porch extension,67 Old Oak Road,,Old Oak Road,London,W3 7HW,,,,,1,2,-1,,,Approved,13/05/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/220626FUL;
P/4265/22,Harrow,22/12/2022,Approved,All Other,Conversion of house of multiple occupancy (HMO) into three flats (2 X studio and 1 X 3 bed); single storey rear extension; external alterations; separate amenity space; bin and cycle stores,,52,Spencer Road,Harrow,HA3 7AR,,,,,3,8,-5,,,Approved,16/02/2023,,,http://site.com?appref=P/4265/22-or-1234183
22/2973/FUL,London Borough of Barnet,23/06/2022,Approved,All Other,"Conversion of existing property into 3no self-contained flats. Increase in height of existing rear dormer extension, insertion of window at rear first floor level to replace existing side-facing window, subdivision of rear garden, with associated bin and cycle stores (revision to scheme refused under 21/5167/FUL)",,115,Nether Street,Ballards Lane To Dollis Road,N12 8AB,,,,,3,1,2,,,Approved,31/08/2022,,,
HGY/2022/1583,Haringey,09/06/2022,Approved,All Other,"Conversion of existing property into two flats including the erection of dormer on the main rear roof slope, a dormer on the rear outrigger roof and the installation of an external staircase.","26, Bounds Green Road, London, N11 2QH",26,,,,,,,,2,1,1,,,Approved,10/08/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GIEhAAO
HGY/2022/1743,Haringey,16/05/2022,Approved,All Other,Non-Material Amendment to planning permission HGY/2019/0001 [Erection of additional floor at roof level to provide 2 x two-bedroom flats and 1 x three bedroom flat. Division of existing second floor flat to form 2 x two-bedroom flats.] granted through all,"The Ferns, 153-163, Southwood Lane, London, N6 5TA",,Southwood Lane,,N6 5TA,,,,,4,0,4,,,Approved,02/11/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GF6kAAG
22/01443/FUL,Enfield Council,29/04/2022,Approved,All Other,"Change of use from residential dwelling (Class C3) to a house of multiple occupation (HMO) (Class C4), for up to 4 residents.",,2,Norfolk Avenue,,N13 6AG,,,,,1,1,0,,,Approved,13/07/2022,,,
21/4646/FUL,London Borough of Barnet,24/08/2021,Approved,All Other,"Part ground floor, part first floor rear extensions, alterations and extensions to roof including extension to provide gable end second floor roof extension above existing bay, addition of 1 no. side dormer window, no. 2 additional front facing and 2 side facing roof lights to provide 5no. self-contained flats. Retention of existing D1 use. Associated amenity space, refuse storage, bike store and off-street car parking [amended description and plans]",88 - 90 The DriveLondonNW11 9UL,,,,,,,,,53,0,53,,,Approved,06/07/2022,,,
P1134.22,Havering,12/07/2022,Approved,All Other,"Outline application for 2 x Two storey, 3-bed, terraced dwellings with habitable roof space, and 4 x two storey, 3-bed terraced dwellings, all with associated parking and amenity space, involving demolition of existing buildings",314 Lodge Lane,,Romford,,RM5 2HX,,,,,0,2,-2,,,Approved,16/11/2022,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P1134.22
0218/22,Redbridge,17/02/2022,Approved,All Other,Change of use from a small HMO (C4) into a registered Children's Care Home (C3b) for not more than 4 children. (Summary),"111, Breamore Road, Seven Kings, Ilford, IG3 9LZ",111,Breamore Road,Seven Kings,IG3 9LZ,,,,,0,1,-1,,,Approved,11/04/2022,,,
22/1630/FUL,London Borough of Barnet,01/04/2022,Approved,All Other,"Conversion of building into 7-bedroom, 7 person HMO - House in Multiple Occupation (Sui Generis use) [Amended Description]",,24,Llanvanor Road,Cricklewood,NW2 2AP,,,,,0,1,-1,,,Approved,11/07/2022,,,
213495,Waltham Forest,03/11/2021,Approved,All Other,"Removal of the existing third floor mansard roof and construction of a full width third floor and fourth floor extension comprising five residential self-contained units. Works include alterations to the elevations of the building, creation of rear balconies at 2nd and 3rd floor levels, roof terraces at 4th floor level, provision of bin/cycle storage and associated landscaping.","Olive Tree Court, 1 Cranbrook Mews, E17 7EQ",1,,,,,,,,5,0,5,,,Approved,21/07/2022,,,
HGY/2022/2299,Haringey,23/08/2022,Approved,All Other,"Change of use from 2 self-contained flats back to 1 no dwelling house, new ground floor front double glazed bay windows to match existing and change of rear ground floor windows to colour coated aluminium, removal of an external rear garden access stair a","61, Middle Lane, London, N8 8PE",61,Middle Lane,,N8 8PE,,,,,1,1,0,,,Approved,18/10/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GIeIAAW
1813/22,Redbridge,14/06/2022,Approved,All Other,"Demolish existing ground floor rear extension/storage area of shop. Erection of a two storey single dwellinghouse (one bedroom) with associated amenity space, cycle parking and refuse storage. Erection of rear/side fence. Terrace seating area to rear of existing first floor flat. (Summary)",Development At 13 And 13a Jubilee Parade,,Snakes Lane East,,,,,,,1,0,1,,,Approved,31/08/2022,,,
21/2764/FUL,Richmond upon Thames,06/08/2021,Approved,All Other,"Change of use of ground floor to create mixed Class E and C3 uses to provide a retail unit at ground floor, a separately accessed office in the basement and the replacement of the former tyre fitting bay and parking area with a building comprising two residential units",,311,Upper Richmond Road West,East Sheen,SW14 8QR,,,,,2,0,2,,,Approved,28/06/2022,,,
22/05463/FULL,Westminster,13/09/2022,Approved,All Other,Amalgamation of flats 4 & 5 to provide a 4-bedroom unit over three floors; raising of existing mansard roof to create an enclosed terrace at fourth floor level; replacement of the dormer windows at third floor level and addition of one extra dormer; and provision of a new balcony at 3rd floor level accessed by converting a window into a door; internal alterations (Linked with 22/05464/LBC),Flat 4,123,Gloucester Terrace,,W2 3HB,,,,,1,2,-1,,,Approved,03/03/2023,,,
22/03222/FUL,London Borough of Croydon,01/08/2022,Approved,All Other,"Demolition of the existing house and replacement with a new three storey detached house (C3 use) plus basement, with associated on site car parking and other site alterations",,275,Addiscombe Road,,CR0 7HY,,,,,1,1,0,,,Approved,09/12/2022,,,
21/01653/FUL,London Borough of Newham,16/07/2021,Approved,All Other,"Retention of the commercial space at ground floor and the construction of 9 residential units over first, second, third and fourth floors comprising of 3 x 1-bed, 5 x 2-bed and 1 x 3-bed) with associated amenity space, cycle parking and refuse storage",,384,Green Street,Upton Park,E13 9AP,,,,,9,0,9,,,Approved,01/11/2022,,,
21/00382/FUL,London Borough of Newham,03/03/2021,Approved,All Other,"Demolition of the existing two storey building with cellar consisting of a ground floor commercial unit, first-floor residential unit and the redevelopment of the site as a purpose-built scheme of four residential units with associated amenity spaces and cycle storage.",,64,Field Road,Forest Gate,E7 9DL,,,,,4,1,3,,,Approved,23/05/2022,,,
2021/5369/P,Camden,09/03/2022,Approved,All Other,"Erection of a double height side extension, alterations to the front and rear elevations including enlargement of front courtyard at lower ground floor level, replacement of windows with doors on the lower ground floor rear elevation, erection of new single storey garden studio building in the rear garden and associated hard and soft garden landscaping, installation of new railings within front forecourt and new boundary fencing and brick walls at the rear all in association with the conversion of 2 flats at lower and upper ground floor levels to 1 maisonette.",,68,Parliament Hill,London,NW3 2TJ,,,,,1,2,-1,,,Approved,09/11/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2021/5369/P
P1299.22,Havering,12/08/2022,Approved,All Other,"Two storey, 3-bed, end terrace dwelling with associated parking and amenity space, and single storey rear extension to existing dwelling, involving demolition of existing single storey side and rear extension",139 Park Lane,,Hornchurch,,RM11 1EQ,,,,,2,0,2,,,Approved,10/11/2022,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P1299.22
22/2251/FUL,London Borough of Barnet,27/04/2022,Approved,All Other,"Single storey rear extension to create 1no self-contained residential unit with private amenity space and new rear site boundary wall, cycle and refuse and recycling storage (Amended Description)",,205,Deansbrook Road,Deans Lane To Lyndhurst Avenue,HA8 9BU,,,,,1,0,1,,,Approved,05/10/2022,,,
2021/03058/FUL,London Borough of Hammersmith and Fulham,11/11/2021,Approved,All Other,"Demolition of part of the single storey rear extension including the removal of canopy, erection of a replacement single storey rear extension and change of use of rear part of ground floor level from retail (Class E) into a one bedroom self-contained flat (Class C3); excavation of the front and rear garden to form lightwells in connection with the enlargement of the existing basement; erection of railings around the perimeter of the front lightwell; change of use of part of the basement from retail (Class E) into a self-contained studio flat (Class C3).",,291,Lillie Road,,SW6 7LL,,,,,2,0,2,,,Approved,03/08/2022,,,
22/1662/FUL,London Borough of Barnet,30/03/2022,Approved,All Other,"Change of use to a 2 bed self-contained unit on the ground floor including a single storey rear extension and alteration to existing unit on the first floor with associated landscaping, amenity space, refuse/recycling storage, cycle store and provision of 1no off street parking space",,221,Long Lane,Finchley,N3 2RL,,,,,1,0,1,,,Approved,23/05/2022,,,
214014,Waltham Forest,20/01/2022,Approved,All Other,"Construction of second floor roof extension and conversion of first floor shisha bar (Use Class Sui Generis) and ground floor retail unit (Use Class E(a)) to facilitate provision of 8 self-contained residential units (3x2-bed and 5x1-bed) (Use Class C3) at first and second floor level (including roof terraces). Alterations to front, rear and side elevations (including new fenestration/doors), provision of refuse/recycling storage and bicycle parking provision. Existing ground floor gym (Use Class E(d)) and rear office/storage unit (Use Class B8) retained.","280 Forest Road,",280,,,,,,,,8,0,8,,,Approved,17/01/2023,,,
DM2022/00040,London Borough of Sutton,02/03/2022,Approved,All Other,"Demolition of existing garage and erection of a two storey, two bedroom dwellinghouse with accommodation in roof space.",,28,Greenhill,,SM1 3LG,,,,,1,0,1,,,Approved,28/10/2022,,,
P2022/3177/PRA,Islington,25/08/2022,Approved,All Other,Notification of Prior Approval for Conversion of the existing third floor of this mixed use building from use class 'E' to use class 'C3' providing two self contained residential apartments.,,49 - 51,Central Street,London,,,,,,2,0,2,,,Approved,30/11/2022,,,
22/1494/FUL,London Borough of Barnet,23/03/2022,Approved,All Other,"Conversion of the existing dwelling into 2no. self-contained flats. Repositioning of front entrance and changes to the fenestration. Provision of amenity space, parking, cycle storage, refuse and recycling storage",,28,Cheviot Gardens,Cricklewood,NW2 1QE,,,,,2,1,1,,,Approved,14/12/2022,,,
HGY/2022/2267,Haringey,05/09/2022,Approved,All Other,Conversion of house into 2 self-contained flats: 2x 3 bed,"11, St Pauls Road, London, N17 0NB",11,St Pauls Road,,N17 0NB,,,,,2,1,1,,,Approved,31/10/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GCU6AAO
2021/01854/FUL,London Borough of Hammersmith and Fulham,23/06/2021,Approved,All Other,"Erection of an additional floor and mansard style roof extension at main roof level and over the original rear projection, rear and front elevations fenestration alterations and insertion of a Juliet balcony at the rear roof level/third floor elevation, in connection with the conversion of the existing five bedroom self-contained maisonette flat at first and second floors into 3Nos. one bedroom self-contained flats at first, second and roof/third floor levels.",Maisonette B 213 North End RoadLondonW14 9NP,,,,,,,,,3,1,2,,,Approved,14/06/2022,,,
2022/2207,Wandsworth,26/05/2022,Approved,All Other,"Alterations including demolition of existing single storey rear addition and the erection of a part single-storey, part two-storey extension to provide 2 x 1-bedroom flats with associated private amenity space, refuse storage and cycle parking. Installation of replacement shopfront and replacement windows.",,358,Old York Road,London,SW18 1SS,,,,,2,0,2,,,Approved,20/12/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/2207
