LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
2023/3119/P,Camden,31/07/2023,Approved,All Other,"Demolition of existing ground floor rear extension and construction of new single storey rear extension with green roof, alterations to side fenestrations, reconfiguration and amalgamation of existing 4 x studio and 1 x 1 bedroom ground floor flats to provide 2 x studio flats and 1 x 2 bedroom flat, erection of timber bike stores with sedum roof and bin store within the front garden and associated works.",1 Lymington Road,1,Lymington Road,London,NW6 1HX,,,,,3,5,-2,,,Approved,10/01/2024,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2023/3119/P
231074FUL,Ealing,10/03/2023,Approved,All Other,"Construction of single storey detached dwellinghouse with basement level (following demolition of existing six lock-up garages) with access fronting onto Windsor Road; provision of associated amenity space, cycle and refuse storage, hard and soft landscaping and other ancillary works",Land To Rear Of,,Grange Road,London,W5 3PH,,,,,1,0,1,,,Approved,26/02/2024,,,https://pam.ealing.gov.uk/online-applications/PLAN/231074FUL;
23/00834/FUL,London Borough of Croydon,06/03/2023,Allowed,All Other,"Alterations, conversion of basement flat to provide 1x 2-bedroom flat and 1x studio flat.",Flat 1,87,Addiscombe Road,,CR0 6SF,,,,,2,0,2,,,Refused,25/04/2023,,,
221931FUL,Ealing,05/05/2022,Approved,All Other,Conversion of existing ground & first floor flats into five self-contained residential units; single storey rear extension; alteration of roof from hip to gable end; installation of four roof lights to front roof slope; side and rear elevation dormer roof extensions to rear main and outrigger roofslopes; associated refuse storage and cycle parking,7 Woodgrange Avenue,,Woodgrange Avenue,London,W5 3NY,,,,,5,2,3,,,Approved,20/12/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/221931FUL;
2490/23,Redbridge,30/08/2023,Approved,All Other,"Erection of a gate and boundary wall. Alterations to roof. Loft conversion with three side roof lights. Alterations to fenestrations. Change of use from a Warehouse into three self-contained (two x 2-bedrooms flats and one x studio) with associated cycle storage, waste / refuse storage and amenity space. (Summary)",Development At 9,,The Square,,,,,,,3,0,3,,,Approved,18/10/2023,,,
2023/1326,Hackney,09/06/2023,Approved,All Other,Proposed conversion of maisonette/flat to single dwellinghouse,,46,PENSHURST ROAD,HACKNEY,E9 7DT,,,,,0,1,-1,,,Approved,03/08/2023,,,/planning/index.html?fa=getApplication&id=76531
24/00021/FUL,Enfield Council,26/01/2024,Approved,All Other,"Conversion of single family dwelling house into 3 self-contained flats with associated private and communal amenity spaces, refuse storage and parking together with construction of a rear dormer extension with roof extension above the outrigger and ground floor single storey rear extension.",,48,Derby Road,,EN3 4AW,,,,,3,1,2,,,Approved,22/03/2024,,,
223115,Waltham Forest,31/10/2022,Approved,All Other,Change of use of commercial unit (Class E) to residential unit (Class C3) including conversion of garage into habitable space and replacement of garage door with two windows.,"261e Hoe Street, Walthamstow, London, E17 9PT",261e,,,,,,,,1,0,1,,,Approved,31/08/2023,,,
P2022/0573/FUL,Islington,30/03/2022,Approved,All Other,Mansard roof extension to provide one new 1-bed residential dwelling unit.,,136,Ball's Pond Road,London,N1 4AD,,,,,1,0,1,,,Approved,04/05/2023,,,
2023/2697,Wandsworth,17/07/2023,Approved,All Other,"Proposed alterations including raising of the roof of the existing ground floor side extension; insertion of new French doors to rear ground floor, installation of an enlarged door at third floor level and insertion of additional railings to existing roof terrace.",,117,Clapham Common North Side,London,SW4 9SP,,,,,1,2,-1,,,Approved,25/09/2023,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2023/2697
2022/1323,Hackney,13/06/2022,Approved,All Other,Erection of 2 single storey self-contained residential units and associated refuse and cycle storage to the rear of 110-120 Lower Clapton Road.,,110,LOWER CLAPTON ROAD,HACKNEY,E5 0QR,,,,,2,0,2,,,Approved,22/06/2023,,,/planning/index.html?fa=getApplication&id=73612
42402/APP/2023/1164,Hillingdon,27/04/2023,Approved,All Other,"Erection of two x 2-storey 3-bedroom semi-detached dwellings, with parking and amenity space and extension of vehicular crossovers to front, involving demolition of existing bungalow",26 DICKENS AVENUE,,HILLINGDON,,UB8 3DL,,,,,2,1,1,,,Approved,07/07/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=42402/APP/2023/1164
22/02719/FULL1,Bromley,08/07/2022,Approved,All Other,"Demolition of existing garage. Erection of 1x 3-bedroom dwellinghouse with associated vehicular access, parking and landscaping.",Hill Cottage,,Farnborough Hill,,BR6 7EE,,,,,1,0,1,,,Approved,23/05/2023,,,
DM2023/00572,London Borough of Sutton,11/04/2023,Approved,All Other,Prior Approval for change of use from Use Class E to residential use providing 2 self contained units to upper floors of 3 Beddington Gardens.,,3,Beddington Gardens,,SM6 0HU,,,,,2,0,2,,,Approved,05/06/2023,,,
23/3857/FUL,London Borough of Barnet,12/09/2023,Approved,All Other,Erection of a two storey dwelling house plus basement level following demolition of the existing side extension and subdivision of the existing property. Associated landscaping including demolition of existing shed,Rear Of 1 Weymouth AvenueLondonNW7 3JD,,,,,,,,,1,0,1,,,Approved,30/01/2024,,,
230581FUL,Ealing,13/02/2023,Approved,All Other,Conversion of two existing self-contained flats into a single dwellinghouse; two storey rear outrigger extension (following demolition of existing two storey rear outrigger extension); rear roof extension; rear roof outrigger extension; and installation of two rooflights to front roofslope (following demolition of existing chimney breast) (Regulation 3 Application),83 Alexandria Road,,Alexandria Road,London,W13 0NR,,,,,1,1,0,,,Approved,06/04/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/230581FUL;
3023/23,Redbridge,31/10/2023,Approved,All Other,"Conversion of detached garage into an outbuilding. Alterations to fenestrations. Replace existing boundary fence with a 2m high brick boundary wall. Erection of 2no. detached single dwelling (2 x 3 bedrooms) houses with associated hard and soft landscaping works, garages, cycle storage, waste / refuse space and amenity space. (Summary).",Development At 8,,Wickets Way,Hainault,,,,,,2,0,2,,,Approved,22/03/2024,,,
23/01659/CUETC3,Bromley,26/04/2023,Approved,All Other,"Change of use of first floor from Class E (Commercial, Business and Service) to Class C3 (Dwellinghouses) to form 2 two bedroom 3 person residential units, under Class MA, Part 3, Schedule 2 of the Town and Country Planning (General Permitted Development) Order 2015 (as amended) (56 day application for prior approval in respect of transport and highways impacts, contamination risks, flood risk, noise impacts, character or sustainability of a conservation area, provision of natural light to habitable rooms, impact on an area of general or heavy industry, impact of loss of services provided by a registered nursery or a health centre, fire safety impacts)",,97,High Street,,BR6 0LF,,,,,2,0,2,,,Approved,15/06/2023,,,
24/00056/FUL,Enfield Council,24/01/2024,Approved,All Other,"Conversion to a 1 x 2-bedroom self-contained flat, roof alteration, rear extension and creation of rear private garden space, bin facilities, cycle parking and associated alterations",,1A,Sutherland Road,,N9 7QE,,,,,1,0,1,,,Approved,22/03/2024,,,
P2023/2578/FUL,Islington,07/09/2023,Approved,All Other,Conversion of two flats into a single-family dwelling house,,1,Elia Street,London,N1 8DE,,,,,1,2,-1,,,Approved,24/10/2023,,,
225080FUL,Ealing,14/12/2022,Approved,All Other,"Construction of a building ranging in height from 4 to 9 storeys comprising 94 co-living units (Use Class Sui Generis) with associated communal amenity facilities, ground floor commercial space (Use Classes E(a)E(b) and F2(b)) and associated refuse storage and cycle parking. (Following the demolition of existing building)",131-137 Broadway,,Broadway,London,W13 9BE,,,,,0,0,0,,,Approved,30/11/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/225080FUL;
2023/1033,Wandsworth,15/03/2023,Approved,All Other,Alterations including the erection of mansard roof extension to front and rear roof in connection with conversion of the first and second floors into 3 x 1-bedroom flats with associated cycle and refuse storage and balconies.,Flat Upper Floors,,Lavender Hill,London,SW11 5RL,,,,,3,1,2,,,Approved,10/05/2023,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2023/1033
P2023/0929/PRA,Islington,18/04/2023,Approved,All Other,Notification of Prior Approval for the change of use of vacant Class E space to provide 3x one-bedroom-two-person flats.,,1,Northampton Grove,London,N1 2PL,,,,,3,0,3,,,Approved,09/06/2023,,,
P2023/3290/PRA,Islington,13/11/2023,Approved,All Other,"Notification of Prior Approval for Application for the change of use of the basement/ lower ground and ground floors of existing commercial unit (Class E) to residential accommodation to provide a single self-contained residential unit (Class C3) under Schedule 2, Part 3, Class MA, of the Town and Country Planning (General Permitted Development) Order (GPDO) 2015, as amended.",,2A,Godson Street,London,N1 9GZ,,,,,1,0,1,,,Approved,05/01/2024,,,
22/02041/FUL,Enfield Council,03/08/2022,Approved,All Other,Redevelopment of site involving demolition of 6 and 8 York Road and erection of 4 x 2-storey dwellings with rooms in the roof.,6 And 8 York RoadLondonN21 2JL,,,,,,,,,4,0,4,,,Approved,15/06/2023,,,
23/00094/FULL,Westminster,09/01/2023,Approved,All Other,"Erection of extension under entrance within front basement light well; lowering of floor to front pavement vaults and replacement of windows to the front elevation at ground, first and second floors.",,89,Warwick Way,,SW1V 1QL,,,,,1,2,-1,,,Approved,24/04/2023,,,
230132FUL,Ealing,12/01/2023,Approved,All Other,"Change of use from Doctors Surgery (Use Class E(e)) to three self contained flats (Use Class C3); single storey rear infill extension; external alterations involving removal of signage and replacement of door with window to front elevation; and provision of 2x car parking spaces, cycle parking and refuse storage in front courtyard",The Bedford Park Surgery,,South Parade,London,W4 5LH,,,,,4,0,4,,,Approved,26/02/2024,,,https://pam.ealing.gov.uk/online-applications/PLAN/230132FUL;
P2023/2174/PRA,Islington,02/08/2023,Approved,All Other,Notification of Prior Approval for the change of use of the first and second floors of existing Commercial unit (Class E) to residential accommodation to provide 3 no. (C3 use) self-contained residential units (1 x 3-bed and 2 x 1 bedroom) under "Class MA" of Schedule 2 of the Town and Country Planning (General Permitted Development) Order (GPDO) 2015 (as amended).,Unit 1,,Hargrave Road,London,N19 5SH,,,,,3,0,3,,,Approved,20/09/2023,,,
2023/0518,Wandsworth,13/02/2023,Approved,All Other,Alterations including erection of replacement single storey front/side extension; demolition of existing link and erection of a timber pergola with a pitched roof between the main building and outbuilding; installation of timber fenestration to ground and first floor rear elevation and first floor side elevation; installation of solar pv panels to roof of the single storey front/side extension; removal of existing and partial replacement of render to exterior of main building. Works in connection with use of building as a 4 -bedroom house. (See associated Listed Building application 2023/0529),,167,Oakhill Road,London,SW15 2QW,,,,,1,0,1,,,Approved,17/05/2023,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2023/0518
23/04112/CUETC3,Bromley Custodian Code,30/10/2023,Approved,All Other,"Change of use of first floor and part of ground floor from Class E (Commercial, Business and Service) to Class C3 (Dwellinghouses) to form 1 residential unit, under Class MA, Part 3, Schedule 2 of the Town and Country Planning (General Permitted Development) Order 2015 (as amended) (56 day application for prior approval in respect of transport and highways impacts, contamination risks, flood risk, noise impacts, character or sustainability of a conservation area, provision of natural light to habitable rooms, impact on an area of general or heavy industry, impact of loss of services provided by a registered nursery or a health centre, fire safety impacts)",,26C,Chislehurst Road,,BR6 0DG,,,,,1,0,1,,,Approved,12/01/2024,,,
232166PANDF,Ealing,01/06/2023,Approved,Prior Approval,"Construction of one additional storey (4th floor) to accommodate 6no. self-contained residential units (Prior Approval Application, under Part 20, Class A)",Victoria Court,,Kingsbridge Avenue,London,W3 9AH,,,,,12,0,12,,,Approved,07/12/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/232166PANDF;
P2023/2015/PRA,Islington,03/07/2023,Approved,All Other,"Notification of Prior Approval for the change of use of the 1st, 2nd and 3rd floors from offices (Class E) to residential (Class C3) comprising of 3 x 2 bed flats.",Basement And Ground Floor,,Great Sutton Street,London,EC1V 0DS,,,,,3,0,3,,,Approved,30/08/2023,,,
23/08325/FULL,Westminster,30/11/2023,Approved,All Other,Dual/alternative use of the third floor for either continued use as four residential units (Class C3) (3x 1-bed and 1x duplex flat linking to existing flat at fourth floor level) or as offices (Class E) (the duplex flat reverts to single storey flat at fourth floor).,,37,St Martin's Lane,,WC2N 4ER,,,,,1,4,-3,,,Approved,12/02/2024,,,
22/02170/FUL,Enfield Council,06/07/2022,Approved,All Other,"Single storey rear/side extension to facilitate the change of use of the existing dwelling to (Use Class C4) small HMO (house in multiple occupation) for up to 4 people, with associated cycle, refuse and recycling storage.",,70,Kings Road,,N18 2PN,,,,,0,2,-2,,,Approved,02/06/2023,,,
240355FUL,Ealing,29/01/2024,Approved,All Other,"Conversion of single dwellinghouse into two self-contained dwellings; part single and part two storey rear/side extension; conversion of garage into habitable space; first floor side extension; associated internal and external alterations including alterations to front elevation; provision of associated car parking spaces, amenity space, cycle and refuse storage",18 Lee Road,,Lee Road,Greenford,UB6 7DD,,,,,1,0,1,,,Approved,08/03/2024,,,https://pam.ealing.gov.uk/online-applications/PLAN/240355FUL;
22/3799/FUL,Richmond upon Thames,30/08/2023,Approved,All Other,"Proposed rear dormer roof extension and 2no. skylights on front roof slope. Conversion of existing flat into 3no. studio flats. Provision of cycle storage, bin and refuse storage areas.",,21,Colston Road,East Sheen,SW14 7PQ,,,,,3,0,3,,,Approved,07/11/2023,,,
2519/23,Redbridge,22/09/2023,Approved,All Other,Change of use from a flat into a small HMO for up to 3 people. (Summary),,10,Mapperley Close,Wanstead,E11 2SF,,,,,1,1,0,,,Approved,20/12/2023,,,
22/5520/FUL,London Borough of Barnet,23/11/2022,Approved,All Other,"Construction of an additional storey to provide 5no. self-contained residential units at second floor level (Use Class C3), fenestration and facade treatment changes, cycle and refuse storage with associated works",Athene House,86,The Broadway,Mill Hill,NW7 3TD,,,,,6,0,6,,,Approved,10/11/2023,,,
23/0260/FUL,Richmond upon Thames,22/03/2023,Approved,All Other,"The erection of 7 part single, part two-storey residential dwellings; 8 car parking spaces (including 1 disabled parking space); landscaping incorporating communal amenity space and ecological enhancement area; secure cycle and refuse storage.",The Mereway Centre,,Mereway Road,,,,,,,7,0,7,,,Approved,01/02/2024,,,
