LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
23/01077/FUL,London Borough of Bexley,12/05/2023,Approved,All Other,Erection of a second floor extension incorporating a mansard roof to provide 1 x bed flat and ancillary works.,97-99 Welling High Street Welling Kent DA16 1TY,,,,,,,,,1,0,1,,,Approved,14/07/2023,,,
234359FUL,Ealing,31/10/2023,Approved,All Other,"Conversion of a semi-detached residential property into two self-contained flats comprising 1 x 2-bedroom flat to be located on the ground floor of the property and 1 x 2-bedroom flat to be located on the first floor and the loft of the existing dwelling with associated boundary treatment, cycle parking and refuse store area.",65 Twyford Abbey Road,,Twyford Abbey Road,London,NW10 7ET,,,,,1,0,1,,,Approved,19/12/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/234359FUL;
23/P3568,Merton,19/12/2023,Approved,All Other,"CHANGE OF USE OF THE IVY LODGE FROM RESIDENTIAL (C3) TO ALLOW AN EXTENSION TO THE EXISTING LIBERTY WOODLAND PRIMARY SCHOOL TO INCLUDE A SECONDARY SCHOOL CAMPUS, ALONG WITH NEW BIN STORE, NEW BOARDWALK PATH, NEW GATES, REPAIRS TO BOUNDARY BRICKWALL AND ALTERATIONS TO EXISTING CAR PARK LAYOUT.",Ivy Lodge,,Morden Hall Road,Morden,SM4 5JD,,,,,0,1,-1,,,Approved,19/03/2024,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=23/P3568
31427/APP/2023/2554,Hillingdon,30/08/2023,Approved,All Other,Erection of a new dwelling following the demolition of the existing dwelling.,10 OLD HATCH MANOR,,RUISLIP,,HA4 8QG,,,,,1,1,0,,,Approved,20/12/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=31427/APP/2023/2554
2023/1154/P,Camden,17/03/2023,Approved,All Other,Conversion of two flats into one dwellinghouse.,19 Cannon Place,19,,London,NW3 1EH,,,,,1,1,0,,,Approved,09/05/2023,,,
23/P1396,Merton,23/05/2023,Approved,Prior Approval,PRIOR APPROVAL FOR THE PROPOSED CHANGE OF USE FROM RETAIL (E) TO 3 X SELF CONTATINED FLATS (C3),,33,Upper Green East,Mitcham,CR4 2PF,,,,,3,0,3,,,Approved,14/07/2023,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=23/P1396
P0774.23,Havering,17/05/2023,Approved,All Other,"Two storey, 2-bed, terraced dwelling and amenity space","5 Marine Cottage, Wennington Road, Wennington",,Rainham,,RM13 9DY,,,,,2,2,0,,,Approved,11/07/2023,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P0774.23
23/P1996,Merton,09/08/2023,Approved,All Other,ERECTION OF A SINGLE STOREY DWELLINGHOUSE AND ASSOCIATED WORKS,Land Rear Of 2,,Oxford Close,Mitcham,,,,,,1,0,1,,,Approved,06/12/2023,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=23/P1996
232716PACEC3,Ealing,31/07/2023,Approved,Prior Approval,"Change of use of part of the first floor of 43-45 Broadway (Sui Generis) to form a self-contained residential flat (Use Class C3)(Class G, 56 day Prior Approval Process)",43-45 Broadway,,Broadway,London,W13 9BP,,,,,1,0,1,,,Approved,04/12/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/232716PACEC3;
222187,Waltham Forest,31/08/2022,Approved,All Other,Subdivision of a plot and conversion of a 4-bedroom dwelling into a 1 x 4-bedroom house (House 1) and a 1 x 1-bedroom house (House 2). Undercroft extension to create new access from Forest Road for House 2. Erection of part-single part two-storey rear extensions. Roof extension involving rear dormer and roof lights following the demolition of existing rear dormer. Bin/Bike storage facilities,"162 Forest Road, Walthamstow, London, E17 6JQ",162,,,,,,,,1,0,1,,,Approved,28/02/2024,,,
23/1446/PNV,London Borough of Barnet,03/04/2023,Approved,Prior Approval,Additional storey at third floor level to provide 1no. self-contained flat,1 - 6 Temple CloseLondonN3 3SB,,,,,,,,,2,0,2,,,Approved,01/09/2023,,,
230836FUL,Ealing,01/03/2023,Approved,All Other,Subdivision of the site for construction of a detached four bedroom single dwellinghouse with accommodation at roof level; a single storey side extension; associated parking and refuse storage,99 Orchard Gate,,Orchard Gate,Greenford,UB6 0QN,,,,,1,0,1,,,Approved,31/05/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/230836FUL;
23/03831/FUL,Enfield Council,30/11/2023,Approved,All Other,"Change of use from Use Class C3 (dwelling house) to Use Class C4 (house in multiple occupation) for 4 persons, minor alterations to the rear elevation and cycle and refuse storage.",,84,Percival Road,,EN1 1QU,,,,,1,1,0,,,Approved,25/01/2024,,,
23/02348/FUL,Enfield Council,26/07/2023,Approved,All Other,"Single storey side infill extension together with single storey side and rear extension (granted 22/02170/FUL) together with rear dormer extension and front rooflights (granted 23/02042/CEA) to facilitate the change of use of the existing dwelling to a small HMO (Use Class C4) for up to 5 people, with associated cycle, refuse and recycling storage.",,70,Kings Road,,N18 2PN,,,,,0,2,-2,,,Approved,21/09/2023,,,
22/4227/FUL,London Borough of Barnet,18/08/2022,Approved,All Other,"Roof extension involving side and rear dormers and rooflights to front, side and rear elevations to form 2no. self-contained flats along with internal layout alterations. Associated refuse/recycling and cycle storage. Addition of 2no. off-street parking spaces",Apex Court,,Selvage Lane,Mill Hill,NW7 3JU,,,,,2,0,2,,,Approved,09/05/2023,,,
HGY/2021/2304,Haringey,06/08/2021,Approved,All Other,"Redevelopment of site including demolition of existing buildings to provide a part 7, part 24 storey building of purpose-built student accommodation [PBSA] (Sui Generis); with part commercial uses [retail] (Use Class E(a)) at ground and first floor; and a","29-33, The Hale, London, N17 9JZ",29,The Hale,,N17 9JZ,,,,,501,0,501,,,Approved,30/08/2023,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GDqZAAW
P/1912/23,Harrow,17/07/2023,Approved,All Other,Converison of dwelling into two flats (1 X 3 bed and 1 X 2 bed); two storey side extension; single and two storey rear extension; front porch; separate amenity space; bin and cycle stores,,97,Streatfield Road,Harrow,HA3 9BW,,,,,2,1,1,,,Approved,21/11/2023,,,http://site.com?appref=P/1912/23-or-1261289
23/00439/FUL,London Borough of Croydon,03/02/2023,Approved,All Other,"Erection of 2x4 bedroom semi-detached houses, along with a two storey side/rear extension to existing dwelling and conversion into 2no. flats, including associated works",,461,King Henry's Drive,,CR0 0AJ,,,,,4,1,3,,,Approved,28/09/2023,,,
23/P2426,Merton,05/09/2023,Approved,Prior Approval,"PRIOR APPROVAL APPLICATION FOR THE CONVERSION OF EXISTING MID-TERRACED HOUSE CURRENTLY USED FOR OFFICES AS PART OF AN "E" USE CLASS, INTO 2 X SELF-CONTAINED FLATS.",,599,Kingston Road,Raynes Park,SW20 8SA,,,,,3,0,3,,,Approved,08/12/2023,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=23/P2426
23/01447/FULL,London Borough of Barking and Dagenham,18/09/2023,Approved,All Other,Construction of a double storey side extension to create a 2 x bed dwelling.&nbsp;,,3,SEAGULL CLOSE,,IG11 0GX,,,,,1,0,1,,,Approved,08/11/2023,,,https://online-befirst.lbbd.gov.uk/planning/index.html?fa=getApplication&id=32971
23/1334/FUL,London Borough of Barnet,28/03/2023,Approved,All Other,Erection of a two storey dwelling. Demolition of the existing clad store. New vehicular access from Mill Close with new entrance gate. Replacement of hard surfacing at front with landscaped front garden.,Land Adj To 12 Hadley Highstone And Rear Of 14 Hadley High StoneBarnetEN5 4PU,,,,,,,,,1,0,1,,,Approved,07/08/2023,,,
P2023/2307/PRA,Islington,07/08/2023,Approved,All Other,Notification of Prior Approval for the change of use of vacant office space to provide one 2 bedroom dwellinghouse.,Street Record,,John Horner Mews,London,N1 8PB,,,,,1,0,1,,,Approved,20/10/2023,,,
23/03794/FUL,London Borough of Croydon,07/10/2023,Approved,All Other,Alteration to windows and doors on rear elevation; installation of rooflights; and associated works.,,"53, 55",North End,,CR0 1TG,,,,,6,0,6,,,Approved,01/12/2023,,,
23/00680/FULL,Westminster,13/02/2023,Approved,All Other,Removal of the boarding blocking up the central window to the second floor front elevation and reinstatement of a timber double-hung sliding sash window (Linked with 23/00681/LBC),Flat 2,18,New Row,,WC2N 4LA,,,,,0,1,-1,,,Approved,09/05/2023,,,
22/1219/FUL,Richmond upon Thames,21/06/2022,Approved,All Other,"Subdivision of the existing dwelling into 2no. self-contained flats along with the construction of a rear extension, single storey infill extensions and 2x dormer windows with associated parking and amenity space.",,602,Hanworth Road,,TW4 5LJ,,,,,2,1,1,,,Approved,28/09/2023,,,
233674FUL,Ealing,01/11/2023,Approved,All Other,"Construction of a one bedroom attached dwellinghouse; provision of associated amenity space, cycle and refuse storage, and parking area (following demolition of side extension and garage)",20 Kenilworth Gardens,,Kenilworth Gardens,Southall,UB1 2QL,,,,,1,0,1,,,Approved,15/12/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/233674FUL;
2023/0505,Hackney,01/03/2023,Approved,All Other,Erection of single storey rear extension following demolition of existing rear extension and creation of steps to the front of the existing side extension and replacement of window to door to create new entrance to Flat B.,,132,BETHUNE ROAD,HACKNEY,N16 5DS,,,,,2,2,0,,,Approved,30/06/2023,,,/planning/index.html?fa=getApplication&id=75968
23/03924/FUL,Enfield Council,04/01/2024,Approved,All Other,Change of use from Use Class C3 (dwelling house) to Use Class C4 (house in multiple occupation). (Retrospective),Malham Terrace,3,Dysons Road,,N18 2BB,,,,,1,1,0,,,Approved,27/02/2024,,,
240687FUL,Ealing,16/02/2024,Approved,All Other,"Subdivision of the site and construction of end of terrace family dwelling with associated alterations to the garden areas, front driveway parking and provision of cycle parking and bin stores.",59 Gonville Crescent,,Gonville Crescent,Northolt,UB5 4SJ,,,,,1,0,1,,,Approved,27/03/2024,,,https://pam.ealing.gov.uk/online-applications/PLAN/240687FUL;
22/04784/FULL1,Bromley Custodian Code,06/12/2022,Approved,All Other,"Partial demolition, internal and external alterations and conversion of building to 2 no. self-contained studio flats.",,20,Southey Street,Penge,SE20 7JD,,,,,2,0,2,,,Approved,04/10/2023,,,
23/01234/FULL1,Bromley,14/04/2023,Approved,All Other,Demolition of non-agricultural buildings. Conversion of commercial equestrian buildings into 7 dwellings and formation of additional highway access.,Chavic Park Farm,,Jail Lane,,TN16 3AU,,,,,7,0,7,,,Approved,30/11/2023,,,
23/4633/PNE,London Borough of Barnet,30/10/2023,Approved,All Other,Change of use from office (Class E) to dwellinghouse (Class C3) 1no. residential unit,,34A,North End Road,Golders Green,NW11 7PT,,,,,2,0,2,,,Approved,22/12/2023,,,
23/03158/FUL,Enfield Council,23/10/2023,Approved,All Other,"Conversion of single family dwelling house into 2 self-contained flat, together with conversion of garage into habitable room involving single storey front extension, part first floor rear extension, extension to roof, rear dormer with front rooflights and vehicular access with hard standing, bin storage and cycle stores.",,207,Durants Road,,EN3 7AX,,,,,2,1,1,,,Approved,11/12/2023,,,
23/1956/FUL,London Borough of Barnet,05/05/2023,Approved,All Other,"Demolition of existing dwelling and rear substation. Construction of a new two storey dwelling with basement level and rooms in roofspace, new intergral garage and substation. Associated hard and soft landscaping, refuse and recycling, cycle store",,17,Holne Chase,East Finchley,N2 0QL,,,,,1,1,0,,,Approved,21/07/2023,,,
P/0891/23,Harrow,12/04/2023,Approved,All Other,Roof extension to create additional (2 bed) flat,,435A,Pinner Road,Harrow,HA1 4HN,,,,,1,0,1,,,Approved,07/06/2023,,,http://site.com?appref=P/0891/23-or-1248004
23/2574/PNE,London Borough of Barnet,20/06/2023,Approved,All Other,Change of use of first floor from Class E to Residential (Use Class C3) to create 8no. self-contained residential units. Associated refuse/recycling/cycle storage,,115A,Brunswick Park Road,New Southgate,N11 1EA,,,,,8,0,8,,,Approved,20/09/2023,,,
1010/23,Redbridge,15/04/2023,Approved,All Other,"Part change of use of ground floor from shop into flat with associated amenity space, cycle parking and waste storage. Single storey rear extension. Loft conversion with rear dormer. Two rooflights. Alterations to fenestrations. Internal alterations to first floor flat. (Summary)",Development At 742,,High Road,Goodmayes,,,,,,1,1,0,,,Approved,12/06/2023,,,
23/03323/PRIOR,London Borough of Bexley,08/12/2023,Approved,Prior Approval,"Notification for Prior Approval for a proposed change of use from Commercial, Business and Service (Use Class E) to provide 1 x 1 bed residential unit (Class C3)",,140,Long Lane,,DA7 5AH,,,,,2,0,2,,,Approved,01/02/2024,,,
22/02549/FULL1,Bromley,27/06/2022,Allowed,All Other,"Construction of part one/two storey 4 bedroom single dwellinghouse with associated pedestrian access to the side of No. 5 Hamlet Road, cycle store, refuse store and landscaping.",Land Rear Of 5,,Hamlet Road,Anerley,,,,,,1,0,1,,,Refused,23/12/2022,,,
23/P1561,Merton,08/06/2023,Approved,All Other,"DEMOLITION OF THE EXISTING DWELLING AND THE ERECTION OF A NEW DETACHED DWELLING HOUSE, SET OVER THREE FLOORS, PLUS EXCAVATION OF A NEW BASEMENT FLOOR LEVEL AND ASSOCIATED ALTERATIONS",,12,Lancaster Gardens,Wimbledon,SW19 5DG,,,,,1,1,0,,,Approved,20/12/2023,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=23/P1561
2023/1599,Wandsworth,26/04/2023,Approved,All Other,Alterations including erection of mansard roof extension to main rear roof (with French doors) and extension above part of two-storey back addition; formation of roof terrace above two-storey back addition with 1.7m high screen surround. Alterations and extensions in connection with creation of 1 x 1-bedroom flat.,,70,Himley Road,London,SW17 9AW,,,,,1,0,1,,,Approved,16/08/2023,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2023/1599
23/01043/FULL,Westminster,28/02/2023,Approved,All Other,"Use of the lower ground and ground floor to a single residential unit, lowering and extending of vaults for usable ancillary space, alterations to the façade, erection of bin store within vaults, internal alterations and associated works. (Linked with 23/01044/LBC)",Ground Floor,42,Southwick Street,,W2 1JQ,,,,,1,0,1,,,Approved,10/08/2023,,,
P/1392/23,Harrow,11/05/2023,Approved,All Other,Conversion of dwelling into two flats (2 x 2 bedroom); single storey front extension incorporating front porch; single and two storey side to rear extension; single storey rear extension; rear dormer; external alterations; bin and cycle stores,,2,Corbins Lane,Harrow,HA2 8EH,,,,,2,1,1,,,Approved,31/08/2023,,,http://site.com?appref=P/1392/23-or-1254365
PA/23/02304,Tower Hamlets,18/12/2023,Approved,Prior Approval,"Prior approval Change of use of building from Office Use (Use Class E) to a two bedroom dwellinghouse (Use Class C3) under Schedule 2, Part 3, Class MA (commercial, business and service uses to dwellinghouses) of The Town and Country Planning (General Permitted Development) (England) Order 2015 (As Amended)","9 Heneage Street, London",,,,E1 5LJ,,,,,1,0,1,,,Approved,09/02/2024,,,
22/01738/FUL,Enfield Council,27/05/2022,Approved,All Other,"Redevelopment of the site involving demolition of existing dwelling house and erection of a 3-storey block comprising of 9 self-contained flats, car parking spaces and new landscaping (REVISED DESCRIPTION)",,385,Cockfosters Road,,EN4 0JS,,,,,9,1,8,,,Approved,17/05/2023,,,
2022/4333/P,Camden,15/12/2022,Approved,All Other,Change of use of basement (Class E) to studio flat (Class C3) (Retrospective) plus covering of opening to the front with metal grille and removal of metal balustrades and stairs to the front,107 King's Cross Road,107,,London,WC1X 9LR,,,,,1,0,1,,,Approved,17/05/2023,,,
DM2023/00687,London Borough of Sutton,19/06/2023,Approved,All Other,"Part demolition and change of use of former care home (Use Class C2) to form 20 residential dwellings (Use Class C3), erection of two-storey side/rear extensions with accommodation at roof level, erection of front boundary wall with railings and piers and pedestrian and vehicle access gates, provision of cycle and car parking and landscaping.",Eothen,31,Worcester Road,,SM2 6PT,,,,,20,0,20,,,Approved,07/03/2024,,,
23/0141/RCU,London Borough of Barnet,13/01/2023,Approved,All Other,Change of use of the property from a single family dwelling (Class C3) to a House in Multiple Occupation (HMO) (Class C4) for 6 people (Retrospective Application) Associated refuse/recyling and cycle storage,,23,Selborne Gardens,Hendon,NW4 4SH,,,,,1,1,0,,,Approved,30/06/2023,,,
22/01276/FUL,Enfield Council,27/04/2022,Allowed,All Other,"Subdivision of site and conversion of single family dwelling house into 2 x dwelling houses, involving alterations to existing single storey rear extension.",,56,Bourne Hill,,N13 4LY,,,,,2,0,2,,,Refused,14/07/2022,,,
23/02022/FULL,Westminster,11/04/2023,Approved,All Other,Amalgamation two maisonettes to create a single family dwelling house.,,102,Westbourne Park Road,,W2 5PL,,,,,1,2,-1,,,Approved,01/06/2023,,,
P2023/0278/FUL,Islington,26/01/2023,Approved,All Other,Change of use of first floor from Class E (previously B1) to Class C3 to enlarge the existing 1 x 2 bedroom flat to 1 x 4 bedroom flat,,49,Upper Street,London,,,,,,1,1,0,,,Approved,25/05/2023,,,
71641/APP/2023/104,Hillingdon,23/01/2023,Approved,All Other,"Erection of a first floor rear extension, conversion of roof space to habitable use including a rear dormer and 2 x front facing roof lights and conversion of a 2-bedroom maisonette to 1 x 1-bed flat and 1 x 2-bed flat with associated amenity space, cycle parking, parking and refuse storage.",948 UXBRIDGE ROAD,948,Uxbridge Road,Hayes,UB4 0RL,,,,,2,1,1,,,Approved,09/05/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=71641/APP/2023/104
DM2023/00001,London Borough of Sutton,30/01/2023,Approved,All Other,"Demolition of existing single storey workshop and storage area and erection of two single storey dwellings with amenity areas, cycle and refuse storage and access from Market Service Road.",Land Rear Of54 And 55 The MarketRose HillSuttonSM1 3HE,,,,,,,,,2,0,2,,,Approved,21/07/2023,,,
21/08128/FULL,Westminster,29/11/2021,Approved,All Other,Replacement of car parking spaces with two affordable housing units and associated internal and external alterations. (Part Ground Floor 58-66 Hormead Road),,58,Hormead Road,,W9 3NQ,,,,,2,0,2,,,Approved,08/03/2024,,,
23/06205/FULL,Westminster,07/09/2023,Approved,All Other,"Erection of a mansard roof extension at fourth and fifth floor level, to create two additional residential units (Class C3) (1 1-bed and 1 studio) with associated balcony and fire escape and external alterations including the installation of a new duct to new roof level.",,4,Denman Street,,W1D 7HD,,,,,2,0,2,,,Approved,27/11/2023,,,
232814FUL,Ealing,10/07/2023,Approved,All Other,Conversion of existing single family dwellinghouse into 2 self-contained flats: single storey rear extension.,23 Anthony Road,,Anthony Road,Greenford,UB6 8HF,,,,,2,1,1,,,Approved,30/08/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/232814FUL;
232728FUL,Ealing,04/07/2023,Approved,All Other,Conversion of single dwelling into two dwellings arranged over two floors; part first floor rear extension,30 Marlborough Road,,Marlborough Road,Southall,UB2 5LW,,,,,1,0,1,,,Approved,13/09/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/232728FUL;
216308FUL,Ealing,28/10/2021,Approved,All Other,"Construction of a three-storey building comprising 5 flats and associated amenity space, refuse and cycle storage (following demolition of existing garages)",Rear Of Brent & Glebe Court,,Church Road,London,W7 3BZ,,,,,6,0,6,,,Approved,22/06/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/216308FUL;
23/1812/FUL,Richmond upon Thames,04/07/2023,Approved,All Other,Demolition of existing dwelling and erection of a replacement two storey dwelling.,,14,Cedar Heights,,TW10 7AE,,,,,1,1,0,,,Approved,07/09/2023,,,
23/4601/FUL,London Borough of Barnet,26/10/2023,Approved,All Other,"Construction of a two storey single family dwellinghouse (C3) with rooms in the roofspace. Associated landscaping, parking, refuse and cycle storage",Site Of Former 16 Church WayLondonN20 0LA,,,,,,,,,1,0,1,,,Approved,21/12/2023,,,
22/P3603,Merton,12/12/2022,Approved,All Other,"CONVERSION OF EXISTING DWELLING HOUSE INTO 6 X SELF-CONTAINED FLATS (1 x 3, 2 X 1 & 3 X 2 BEDROOM FLATS) INCLUDING DEMOLITION OF EXISTING EXTENSIONS, ENLARGEMENT OF BASEMENT, NEW REAR LIGHT WELL, ERECTION OF SINGLE STOREY SIDE/REAR EXTENSION, FIRST FLOOR REAR EXTENSION, REAR MANSARD ROOF EXTENSION, REFUSE/CYCLE STORES AND ASSOCIATED WORKS.",,4,Wilton Road,Colliers Wood,SW19 2HB,,,,,7,1,6,,,Approved,19/03/2024,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P3603
23/0197/FUL,London Borough of Barnet,18/01/2023,Approved,All Other,"Erection of a single storey dwelling with lower ground floor level following demolition of the existing garage. Associated amenity space, refuse/recycling storage, cycle store and off street parking",,32,Derwent Crescent,Whetstone,N20 0QQ,,,,,1,0,1,,,Approved,20/04/2023,,,
23/01885/FULL,Westminster,21/03/2023,Approved,All Other,"Use of first and second floor as residential (Class C3) and merging with an existing residential unit on the third floor to form one family sized unit including, associated external repair works and associated works. (Linked with 23/01886/LBC)",,61,Connaught Street,,W2 2AE,,,,,1,1,0,,,Approved,11/08/2023,,,
23/00627/FUL,Enfield Council,28/02/2023,Approved,All Other,"Sub-division of site and erection of an end-of-terraced 2-storey dwelling house, with lower ground floor level.",,42,Elizabeth Avenue,,EN2 8DP,,,,,1,0,1,,,Approved,16/06/2023,,,
22/P3727,Merton,18/01/2023,Approved,All Other,"DEMOLITION OF THE EXISTING BUILDING AND REDEVELOPMENT OF THE SITE FOR 17 NEW HOMES (C3), TOGETHER WITH ASSOCIATED LANDSCAPING, ACCESS AND CYCLE PARKING.",,227,Western Road,Colliers Wood,SW19 2QD,,,,,18,1,17,,,Approved,26/01/2024,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P3727
23/01193/FUL,London Borough of Newham,31/05/2023,Approved,All Other,Erection of a three storey side extension to the existing building to provide 3x one-bedroom/one-person apartments and associated works.,Wellington Building,"108, 118",Wellington Road,Forest Gate,E7 9BP,,,,,3,0,3,,,Approved,25/07/2023,,,
23/P1395,Merton,23/05/2023,Approved,Prior Approval,PRIOR APPROVAL FOR THE PROPOSED CHANGE OF USE FROM RETAIL (E) TO 1 X SELF CONTAINED FLAT (C3),,37,Upper Green East,Mitcham,CR4 2PF,,,,,1,0,1,,,Approved,14/07/2023,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=23/P1395
P2023/3393/PRA,Islington,12/01/2024,Approved,All Other,Notification of Prior Approval for the change of use of the first floor of existing commercial building (Class E) to residential accommodation to provide mixed use and a single (2-bed/4-person) self-contained residential unit (Class C3) under "Class G" of Schedule 2 of the Town and Country Planning (General Permitted Development) Order (GPDO) 2015 (as amended).,,621,Holloway Road,London,N19 5SS,,,,,1,0,1,,,Approved,06/03/2024,,,
23/2314/FUL,London Borough of Barnet,25/05/2023,Approved,All Other,"Erection of 7no. residential units on top of the existing building (existing loft level) including refuse/recycling, cycle store, landscaping and off-street parking",Henley Court,,Watford Way,Hendon,NW4 4SR,,,,,7,0,7,,,Approved,20/07/2023,,,
22/02735/FULL1,Bromley,22/07/2022,Allowed,All Other,"Demolition of dwellinghouse. Erection of 2 storey building comprising nine flats, parking and amenity space.",,141,Hayes Lane,Hayes,BR2 9EJ,,,,,9,1,8,,,Refused,19/01/2023,,,
P0518.23,Havering,31/03/2023,Approved,All Other,"Two storey, 3-bed, semi-detached dwelling with associated parking and amenity space. Reinstatement of boundary treatment.",18 Kent View,,Wennington Road,Rainham,RM13 9DT,,,,,2,2,0,,,Approved,26/05/2023,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P0518.23
233508FUL,Ealing,01/09/2023,Approved,All Other,Conversion of a single-family dwellinghouse into two self-contained residential units; two storey side extension; and front porch extension (following demolition of existing garage),59 Costons Avenue,,Costons Avenue,Greenford,UB6 8RL,,,,,3,2,1,,,Approved,20/10/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/233508FUL;
23/02017/COFUL,Westminster,27/03/2023,Approved,All Other,"Refurbishment and upgrade of the Seymour Centre to provide leisure, swimming pool, library, flexible community/office space, health and fitness studios, beauty treatment rooms and a cafe. Flexible use for leisure, community and events spaces (Sui Generis). Refurbishment works to include: removal of the redundant swimming pool tank to facilitate the fitness suite at lower ground floor, relining the existing pool tank, installation of photovoltaics on the inner roof slope and installation of an ETFE 'pillow' roof above the former courtyard and proposed soft play area, removal of the existing roof lanterns and wind catchers in the sports hall to be replaced with new double glazed roof lanterns and wind catchers and installation of secondary glazing to all the windows in the sports hall, removal of roof lantern above swimming pool to be replaced with a new double glazed roof lantern, removal and replacement of existing plant, provision of external private roof terrace (restricted access), minor internal alterations to walls and partitions to facilitate the reconfiguration of uses, improve accessibility with one lift in each core (4 lifts in total plus three platform lifts at first floor) and two new internal upper staircases on the eastern elevation plus two new internal staircases on the south-west of the first floor, external alterations to some windows and fenestration, and provision of cycle parking and waste and recycling facilities.","Seymour Leisure Centre, Ground Floor",,Seymour Place,,W1H 5TJ,,,,,0,1,-1,,,Approved,17/07/2023,,,
P2023/0818/PRA,Islington,20/03/2023,Approved,All Other,Notification of Prior Approval for the change of use of vacant office space to provide two dwellinghouses.,Ground Floor,25,Angel Gate,LONDON,EC1V 2PT,,,,,2,0,2,,,Approved,09/05/2023,,,
240169FUL,Ealing,12/01/2024,Approved,All Other,"Convert the existing flat above the shop into two flats (1 X 1 Bedroom And 1 X 3 Bedroom), install two roof lights to front roofslope and four roof lights to the rear roofslope, and undertake and windows and doors changes to rear elevation.",131A High Street,,High Street,London,W3 6LY,,,,,2,0,2,,,Approved,27/03/2024,,,https://pam.ealing.gov.uk/online-applications/PLAN/240169FUL;
22/1495/FUL,London Borough of Barnet,23/03/2022,Allowed,All Other,"Conversion of the existing dwelling into 3no. self-contained flats including rear dormer window to the existing first floor side extension. Repositioning of front entrance and changes to the fenestration. Provision of amenity space, parking, cycle storage, refuse and recycling storage",,28,Cheviot Gardens,Cricklewood,NW2 1QE,,,,,3,1,2,,,Refused,16/09/2022,,,
23/02546/FUL,Enfield Council,07/08/2023,Approved,All Other,Conversion of single family dwelling house into two self-contained dwelling houses involving two storey side extension.,,1A,Brodie Road,,EN2 0EZ,,,,,1,0,1,,,Approved,04/10/2023,,,
52950/APP/2023/1569,Hillingdon,22/06/2023,Approved,All Other,Demolition of existing dwelling. Erection of 1 no. 4-bed and 1 no. 3-bed dwellinghouses.,9 HARVIL ROAD,,ICKENHAM,,UB10 8AJ,,,,,2,1,1,,,Approved,20/12/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=52950/APP/2023/1569
2022/4638,Wandsworth,14/11/2022,Approved,All Other,"Demolition of the existing building; Erection of a part-single, part-three storey 2 x bed dwellinghouse, including a second floor roof terrace with glazed surround.",Beechmore House Rear Of 156,,Battersea Park Road,London,SW11 4ND,,,,,1,1,0,,,Approved,06/04/2023,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/4638
23/01449/FULL2,Bromley,16/05/2023,Approved,All Other,"Subdivision of 1 Church Row to form a self-contained first/second floor 1-Bedroom flat, with 3 x roof lights and elevational alterations to provide new entrance. Removal of shed and provision of cycle and refuse stores.",,1,Church Row,,BR7 5PG,,,,,1,0,1,,,Approved,17/10/2023,,,
23/01280/FUL,London Borough of Newham,12/06/2023,Approved,All Other,Change of Use from a HMO (Sui-Genesis) to six-bedroom household children's residential home (C3(b)).,,82,Margery Park Road,Forest Gate,E7 9LB,,,,,1,1,0,,,Approved,28/02/2024,,,
